#F f1f2_Chantler.dat
#UT Elastic Photon-Atom Scattering, anomalous scattering factors.
#C  This file has been created using extract_Chantler-NIST-FFAST.pl on Mon Jun 28 17:10:31 2021
#C  It is a part of X-ray Server, https://x-server.gmca.aps.anl.gov
#UD 
#UD The scattering values in this file have been obtained from:
#UD https://github.com/usnistgov/FFAST.jl/tree/master/data/mac[NN].csv
#UD and a WWW interface to these data is at:
#UD https://physics.nist.gov/PhysRefData/FFast/html/form.html
#UD 
#UD Reference
#UD   [1] C.T. Chantler, J. Phys. Chem. Ref. Data 29(4), 597-1048 (2000).
#UD   "Detailed Tabulation of Atomic Form Factors, Photoelectric Absorption
#UD   and Scattering Cross Section, and Mass Attenuation Coefficients in the
#UD   Vicinity of Absorption Edges in the Soft X-Ray (Z = 30-36, Z = 60-89,
#UD   E = 0.1 keV-10 keV), Addressing Convergence Issues of Earlier Work."
#UD   
#UD   [2] C.T. Chantler, J. Phys. Chem. Ref. Data 24, 71 (1995). 
#UD   "Theoretical Form Factor, Attenuation and Scattering Tabulation for 
#UD   Z=1-92 from E=1-10 eV to E=0.4-1.0 MeV."
#S 1  H
#UB -0.9999
#UF1ADD 0.0
#L PhotonEnergy[eV]  f1  f2
#UO  H, Z=1, (Energy (eV),f1,f2)
   3850.22400   37.5113         3.2198       
   3909.15600   34.0273         3.1372       
   3924.87100   30.0304         3.1158       
   3948.44400   33.9408         10.82        
   4007.37600   37.1907         10.465       
   4055.02400   37.9931         10.191       
   4072.97800   38.1101         10.09        
   4135.31900   37.3576         9.7618       
   4151.94400   35.5879         9.6868       
   4176.88000   37.8115         13.408       
   4239.22200   40.0581         13.018       
   4334.82100   41.4391         12.464       
   4375.40600   41.7235         12.248       
   4442.37700   41.6034         11.923       
   4460.23600   40.8219         11.84        
   4487.02400   41.974          13.561       
   4553.99400   43.3023         13.25        
   4633.92400   44.1919         12.901       
   4953.66400   46.2573         11.694       
   5295.46700   47.5557         10.597       
   5660.85500   48.4498         9.5551       
   6051.45300   49.0715         8.5908       
   6469.00400   49.5            7.7135       
   6915.36500   49.7938         6.9246       
   7392.52500   49.9926         6.219        
   7902.60900   50.2028         5.5891       
   8447.89000   50.3272         5.0166       
   9030.79400   50.4269         4.4908       
   9653.91900   50.4277         3.9815       
  10320.04000   50.3869         3.5329       
  11032.12000   50.3224         3.1377       
  11793.34000   50.2428         2.7892       
  12607.08000   50.1534         2.4818       
  13476.97000   50.0578         2.2102       
  14406.88000   49.9577         1.9686       
  15400.95000   49.8538         1.7545       
  16463.62000   49.7468         1.5653       
  17599.61000   49.6362         1.3947       
  18813.98000   49.5174         1.2404       
  20112.15000   49.3865         1.1005       
  21499.88000   49.235          0.97529      
  22983.38000   49.0522         0.86507      
  24569.23000   48.8135         0.76798      
  26264.50000   48.4518         0.6824       
  28076.76000   47.6648         0.60051      
  28616.10000   47.0981         0.57853      
  29054.10000   45.8386         0.56159      
  29170.90000   44.325          0.55721      
  29346.10000   45.8608         3.5328       
  29784.10000   47.2498         3.4443       
  30014.05000   47.5904         3.3992       
  32085.02000   48.8917         3.0381       
  34298.89000   49.4402         2.7208       
  36665.51000   49.7671         2.4382       
  39195.43000   49.9853         2.1809       
  41899.92000   50.1305         1.9457       
  44791.01000   50.2279         1.7347       
  47881.59000   50.2924         1.5459       
  51185.42000   50.3335         1.3771       
  54717.21000   50.3579         1.2266       
  58492.70000   50.4028         1.0924       
  62528.70000   50.4047         0.96868      
  66843.18000   50.3982         0.85903      
  71455.36000   50.3866         0.76186      
  76385.78000   50.3718         0.67575      
  81656.40000   50.3569         0.59847      
  87290.69000   50.338          0.5282       
  93313.74000   50.3177         0.46621      
  99752.39000   50.2969         0.41152      
 106635.30000   50.2763         0.36327      
 113993.10000   50.2561         0.32071      
 121858.70000   50.2366         0.28314      
 130266.90000   50.2181         0.24995      
 139255.30000   50.2004         0.22061      
 148864.00000   50.1838         0.19472      
 159135.60000   50.1682         0.17188      
 170115.90000   50.1536         0.15173      
 181853.90000   50.1401         0.13395      
 194401.80000   50.1276         0.11825      
 207815.60000   50.1161         0.1044       
 222154.80000   50.1054         0.092181     
 237483.50000   50.0957         0.081392     
 253869.90000   50.0867         0.07187      
 271386.90000   50.0785         0.063464     
 290112.60000   50.0711         0.056043     
 310130.40000   50.0642         0.049492     
 331529.40000   50.058          0.043709     
 354404.90000   50.0524         0.038603     
 378858.80000   50.0473         0.034094     
 405000.10000   50.0426         0.030114     
 432945.10000   50.0384         0.026598     
#S 51  Sb
#UB -0.9999
#UF1ADD 0.0
#L PhotonEnergy[eV]  f1  f2
#UO  Sb, Z=51, (Energy (eV),f1,f2)
     10.69000   5.60066         -0.9999      
     11.42761   5.50128         -0.9999      
     12.21612   5.38564         -0.9999      
     13.05903   5.25072         -0.9999      
     13.96010   5.09278         -0.9999      
     14.92335   4.90714         -0.9999      
     15.95306   4.68795         -0.9999      
     17.05382   4.42767         -0.9999      
     18.23053   4.1165          -0.9999      
     19.48844   3.74142         -0.9999      
     20.83314   3.28467         -0.9999      
     22.27063   2.72124         -0.9999      
     23.80730   2.01461         -0.9999      
     25.45001   1.10848         -0.9999      
     27.20606   0.0905118       -0.9999      
     29.08327   1.75747         -0.9999      
     30.77200   3.84438         -0.9999      
     31.09002   4.36403         -0.9999      
     31.24300   4.65656         -0.9999      
     31.36860   4.98693         -0.9999      
     31.55700   5.20918         0.25761      
     32.02800   5.96971         0.37031      
     33.23523   8.47735         0.91655      
     35.52846   14.9079         4.479        
     37.97993   20.7779         14.207       
     40.60054   19.9494         29.219       
     43.40198   9.21232         42.628       
     46.39671   7.33816         47.65        
     49.59809   22.5266         43.565       
     53.02035   32.0942         34.42        
     56.67876   35.9127         24.603       
     60.58959   35.8926         16.521       
     64.77028   34.0081         10.746       
     69.23942   31.549          6.9378       
     74.01695   29.1518         4.5311       
     79.12411   27.0458         3.0369       
     84.58368   25.2544         2.1106       
     90.41995   23.6943         1.5317       
     96.43200   22.0731         1.1759       
     96.65893   21.9889         1.1656       
     97.90800   21.2835         1.1122       
     98.30160   20.5485         1.0964       
     98.89200   21.1727         2.4069       
    100.36800   21.5874         2.32         
    103.32840   21.6265         2.1662       
    110.45810   21.2341         1.884        
    118.07970   20.7308         1.7036       
    126.22720   20.237          1.6018       
    134.93680   19.7643         1.5574       
    144.24750   19.2875         1.5578       
    148.96000   19.0102         1.5713       
    151.24000   18.7825         1.5803       
    151.84800   18.5939         1.5829       
    152.76000   18.7254         1.9125       
    154.20050   18.7836         1.923        
    155.04000   18.7879         1.9293       
    164.84040   18.6293         2.0151       
    176.21440   18.3933         2.1333       
    188.37320   18.1581         2.271        
    201.37090   17.9281         2.4256       
    215.26550   17.7023         2.5975       
    230.11880   17.4794         2.784        
    245.99700   17.2549         2.9781       
    262.97080   17.0152         3.173        
    281.11580   16.7428         3.3666       
    300.51280   16.4168         3.5553       
    321.24820   16.0178         3.7348       
    343.41430   15.5023         3.9011       
    367.10990   14.8094         4.0507       
    392.44050   13.8406         4.1813       
    419.51890   12.4195         4.2907       
    448.46570   10.181          4.3779       
    479.40980   6.15466         4.444        
    512.48910   4.39626         4.4816       
    516.95000   7.65911         4.4842       
    524.86250   19.9185         4.4879       
    526.16200   25.5442         4.4884       
    526.97250   33.0107         4.4887       
    530.13750   21.8369         28.634       
    534.21550   18.66           28.262       
    536.36310   24.3979         28.069       
    538.05000   18.8391         43.941       
    539.58450   13.2225         43.714       
    547.85080   1.09635         42.526       
    585.65250   16.3151         37.707       
    626.06250   23.2994         33.734       
    669.26090   27.2541         30.618       
    715.43990   29.5461         28.003       
    750.28800   29.8255         26.331       
    761.77200   28.7013         25.821       
    764.80520   27.0528         25.689       
    764.83440   27.0121         25.688       
    769.42800   28.9494         28.986       
    780.91200   30.8036         28.502       
    795.66200   31.795          27.902       
    807.84050   31.9318         27.424       
    811.08810   31.3556         27.299       
    815.95950   32.3883         28.607       
    817.57680   32.6333         28.546       
    828.13800   33.6578         28.156       
    873.98960   36.0758         26.568       
    924.82600   37.5487         24.989       
    934.29480   37.6111         24.714       
    938.98150   37.5172         24.58        
    942.75630   37.073          24.472       
    948.41850   37.8019         25.405       
    962.57400   38.6901         25.015       
    998.76120   40.0143         24.069       
   1067.67600   41.8815         22.119       
   1141.34500   43.143          20.307       
   1220.09800   44.09           18.64        
   1304.28500   44.8358         17.107       
   1394.28100   45.4081         15.648       
   1490.48600   45.8155         14.293       
   1593.32900   46.1106         13.058       
   1703.26900   46.3046         11.926       
   1820.79500   46.4133         10.897       
   1946.43000   46.4607         9.9536       
   2080.73300   46.4584         9.0959       
   2224.30400   46.4054         8.2687       
   2377.78100   46.2816         7.5066       
   2541.84800   46.0945         6.8253       
   2717.23500   45.8465         6.2155       
   2904.72400   45.5381         5.6689       
   3105.15000   45.1717         5.118        
   3319.40600   44.619          4.5597       
   3548.44500   43.7679         4.0612       
   3793.28800   42.3394         3.623        
   4049.55600   38.6985         3.2402       
   4055.02400   38.5259         3.2328       
   4111.53900   35.2495         3.1579       
   4128.06800   31.2844         3.1365       
   4152.86100   35.1768         10.786       
   4214.84400   38.4252         10.425       
   4292.79200   39.4207         9.996        
   4334.82100   39.2292         9.7756       
   4358.49800   38.6196         9.6715       
   4376.02000   36.8523         9.5967       
   4402.30200   39.0524         13.294       
   4468.00800   41.2611         12.901       
   4604.33400   42.8218         12.162       
   4633.92400   42.9076         12.022       
   4674.80800   42.7008         11.837       
   4693.60200   41.9213         11.754       
   4721.79100   43.069          13.468       
   4792.26600   44.3895         13.158       
   4953.66400   45.8807         12.511       
   5295.46700   47.6632         11.356       
   5660.85500   48.8405         10.281       
   6051.45300   49.6541         9.262        
   6469.00400   50.2187         8.3229       
   6915.36500   50.607          7.4727       
   7392.52500   50.8727         6.7098       
   7902.60900   51.0531         6.0285       
   8447.89000   51.2517         5.4184       
   9030.79400   51.3849         4.8549       
   9653.91900   51.4451         4.3109       
  10320.04000   51.4241         3.8246       
  11032.12000   51.3726         3.3957       
  11793.34000   51.3015         3.0177       
  12607.08000   51.2178         2.6842       
  13476.97000   51.1259         2.3898       
  14406.88000   51.0287         2.1296       
  15400.95000   50.9275         1.8978       
  16463.62000   50.8228         1.6923       
  17599.61000   50.715          1.5106       
  18813.98000   50.6025         1.3455       
  20112.15000   50.4806         1.1969       
  21499.88000   50.3444         1.0614       
  22983.38000   50.1845         0.9412       
  24569.23000   49.9872         0.8354       
  26264.50000   49.7185         0.74215      
  28076.76000   49.2783         0.65316      
  29881.38000   48.1193         0.57836      
  30014.05000   47.9024         0.5734       
  30338.74000   46.8668         0.56152      
  30460.71000   45.3623         0.55716      
  30643.66000   46.8879         3.5145       
  31101.02000   48.2676         3.4275       
  32085.02000   49.2519         3.252        
  34298.89000   50.1312         2.911        
  36665.51000   50.5777         2.6076       
  39195.43000   50.8571         2.3365       
  41899.92000   51.0451         2.0865       
  44791.01000   51.17           1.8611       
  47881.59000   51.2536         1.6592       
  51185.42000   51.3083         1.4786       
  54717.21000   51.3425         1.3173       
  58492.70000   51.3619         1.1735       
  62528.70000   51.4029         1.0438       
  66843.18000   51.4014         0.92605      
  71455.36000   51.3932         0.82164      
  76385.78000   51.3809         0.72906      
  81656.40000   51.3667         0.64593      
  87290.69000   51.3491         0.57023      
  93313.74000   51.3295         0.50344      
  99752.39000   51.3089         0.4445       
 106635.30000   51.2882         0.39249      
 113993.10000   51.2677         0.34659      
 121858.70000   51.2478         0.30608      
 130266.90000   51.2287         0.27032      
 139255.30000   51.2105         0.23871      
 148864.00000   51.1933         0.21081      
 159135.60000   51.1771         0.18617      
 170115.90000   51.162          0.16443      
 181853.90000   51.1479         0.14523      
 194401.80000   51.1348         0.12828      
 207815.60000   51.1228         0.11331      
 222154.80000   51.1116         0.1001       
 237483.50000   51.1014         0.088426     
 253869.90000   51.092          0.078119     
 271386.90000   51.0834         0.069017     
 290112.60000   51.0755         0.060977     
 310130.40000   51.0683         0.053876     
 331529.40000   51.0617         0.047604     
 354404.90000   51.0558         0.042063     
 378858.80000   51.0503         0.037169     
 405000.10000   51.0454         0.032845     
 432945.10000   51.0409         0.029025     
#S 52  Te
#UB -0.9999
#UF1ADD 0.0
#L PhotonEnergy[eV]  f1  f2
#UO  Te, Z=52, (Energy (eV),f1,f2)
     10.69000   5.02171         -0.9999      
     11.42761   4.95273         -0.9999      
     12.21612   4.87306         -0.9999      
     13.05903   4.78087         -0.9999      
     13.96010   4.67402         -0.9999      
     14.92335   4.54987         -0.9999      
     15.95306   4.40528         -0.9999      
     17.05382   4.23635         -0.9999      
     18.23053   4.0383          -0.9999      
     19.48844   3.8051          -0.9999      
     20.83314   3.52916         -0.9999      
     22.27063   3.20063         -0.9999      
     23.80730   2.80664         -0.9999      
     25.45001   2.32987         -0.9999      
     27.20606   1.74643         -0.9999      
     29.08327   1.02221         -0.9999      
     31.09002   0.106352        -0.9999      
     33.23523   1.08165         -0.9999      
     35.52846   2.68102         -0.9999      
     37.97993   4.97638         -0.9999      
     39.00400   6.23915         -0.9999      
     39.60100   7.16454         -0.9999      
     39.76020   7.53159         -0.9999      
     39.99900   7.79861         0.26938      
     40.60054   8.69306         0.39162      
     43.40198   14.6624         2.0857       
     46.39671   22.7141         9.0143       
     49.59809   27.1819         23.696       
     53.02035   21.1494         41.736       
     56.67876   4.60076         53.777       
     60.58959   14.9668         54.618       
     64.77028   30.0555         46.556       
     69.23942   38.0387         35.09        
     74.01695   40.2145         24.414       
     79.12411   39.0346         16.236       
     84.58368   36.4569         10.612       
     90.41995   33.5946         6.966        
     96.65893   30.9241         4.6687       
    103.32840   28.5341         3.2331       
    107.99600   26.9218         2.5916       
    109.64900   26.0467         2.4126       
    110.08980   25.3687         2.3683       
    110.45810   25.602          3.471        
    110.75100   25.8166         3.4406       
    112.40400   25.9837         3.2799       
    118.07970   25.4097         2.8411       
    126.22720   24.4131         2.4261       
    134.93680   23.5329         2.1678       
    144.24750   22.7549         2.0161       
    154.20050   22.0521         1.939        
    164.84040   21.3284         1.917        
    164.93400   21.3207         1.917        
    167.45850   21.0437         1.9185       
    168.13170   20.8308         1.9192       
    169.14150   20.9635         2.2751       
    171.66600   21.0059         2.2855       
    176.21440   20.9123         2.3086       
    188.37320   20.578          2.3917       
    201.37090   20.247          2.5018       
    215.26550   19.9365         2.6328       
    230.11880   19.6437         2.7816       
    245.99700   19.3624         2.9453       
    262.97080   19.0847         3.1207       
    281.11580   18.8008         3.3043       
    300.51280   18.4978         3.4917       
    321.24820   18.1581         3.6779       
    343.41430   17.7479         3.8574       
    367.10990   17.2479         4.0242       
    392.44050   16.5932         4.1725       
    419.51890   15.6938         4.2972       
    448.46570   14.3924         4.3941       
    479.40980   12.3763         4.4592       
    512.48910   8.87098         4.491        
    547.85080   0.787758        4.4905       
    560.65800   6.28018         4.483        
    569.23950   18.7866         4.4762       
    570.85000   25.7911         4.4748       
    571.52790   32.2115         4.4742       
    574.96050   20.6063         29.296       
    579.58750   17.1582         28.851       
    581.91750   23.0368         28.631       
    583.54200   18.4736         44.853       
    585.65250   11.0295         44.528       
    594.15000   0.571545        43.258       
    626.06250   16.0555         38.96        
    669.26090   24.1327         34.422       
    715.43990   28.3771         31.032       
    764.80520   30.7857         28.276       
    802.32600   31.1006         26.502       
    814.60650   29.9606         25.969       
    817.57680   28.5887         25.843       
    817.88130   28.2393         25.831       
    822.79350   30.2193         29.191       
    835.07400   32.121          28.686       
    852.30600   33.2176         28.006       
    865.35150   33.3477         27.511       
    868.83030   32.7617         27.381       
    873.98960   33.7989         28.707       
    874.04850   33.8085         28.705       
    887.09400   35.0964         28.239       
    934.29480   37.4949         26.663       
    985.88000   39.0244         25.112       
    998.76120   39.1176         24.759       
   1000.97000   39.0626         24.694       
   1004.99400   38.6076         24.564       
   1011.03000   39.362          25.499       
   1026.12000   40.28           25.017       
   1067.67600   41.6539         23.768       
   1141.34500   43.2237         21.817       
   1220.09800   44.3693         20.028       
   1304.28500   45.2519         18.393       
   1394.28100   45.9578         16.88        
   1490.48600   46.4985         15.44        
   1593.32900   46.8807         14.101       
   1703.26900   47.1403         12.882       
   1820.79500   47.3202         11.773       
   1946.43000   47.4163         10.766       
   2080.73300   47.4762         9.8467       
   2224.30400   47.4681         8.9995       
   2377.78100   47.4141         8.1995       
   2541.84800   47.2925         7.447        
   2717.23500   47.0977         6.7743       
   2904.72400   46.8476         6.1722       
   3105.15000   46.6153         5.5748       
   3319.40600   46.1977         4.9906       
   3548.44500   45.566          4.4525       
   3793.28800   44.6074         3.9705       
   4055.02400   42.9161         3.5466       
   4254.57200   39.8866         3.2731       
   4319.69300   36.4828         3.1916       
   4334.82100   33.5784         3.1732       
   4337.05900   32.5661         3.1704       
   4363.10700   36.4143         10.73        
   4428.22800   39.6387         10.375       
   4519.76000   40.6986         9.9045       
   4588.94000   39.8588         9.5928       
   4607.38800   38.101          9.5193       
   4633.92400   40.1981         13.189       
   4635.06000   40.2695         13.182       
   4704.24000   42.4355         12.795       
   4840.41600   43.901          12.099       
   4914.50400   43.7836         11.775       
   4934.26100   43.007          11.693       
   4953.66400   43.762          13.446       
   4963.89600   44.1527         13.402       
   5037.98400   45.4697         13.093       
   5295.46700   47.4921         12.143       
   5660.85500   49.0633         11.024       
   6051.45300   50.1223         9.9599       
   6469.00400   50.8541         8.9652       
   6915.36500   51.3603         8.0533       
   7392.52500   51.7086         7.2315       
   7902.60900   51.947          6.4957       
   8447.89000   52.111          5.8397       
   9030.79400   52.3131         5.2387       
   9653.91900   52.4118         4.6582       
  10320.04000   52.4525         4.1358       
  11032.12000   52.4176         3.6712       
  11793.34000   52.3573         3.261        
  12607.08000   52.2804         2.8992       
  13476.97000   52.1929         2.5799       
  14406.88000   52.0983         2.2978       
  15400.95000   51.9993         2.0485       
  16463.62000   51.8967         1.8263       
  17599.61000   51.7907         1.6292       
  18813.98000   51.6814         1.4547       
  20112.15000   51.5662         1.2957       
  21499.88000   51.4406         1.1532       
  22983.38000   51.298          1.0224       
  24569.23000   51.128          0.90723      
  26264.50000   50.9118         0.80574      
  28076.76000   50.606          0.70918      
  30014.05000   50.0202         0.6227       
  31177.52000   49.1381         0.57843      
  31654.73000   47.8928         0.56169      
  31781.99000   46.3982         0.55735      
  31972.87000   47.9119         3.4947       
  32085.02000   48.433          3.4746       
  32450.08000   49.2809         3.4107       
  34298.89000   50.6702         3.1135       
  36665.51000   51.3278         2.7886       
  39195.43000   51.698          2.4971       
  41899.92000   51.938          2.2343       
  44791.01000   52.0975         1.9932       
  47881.59000   52.2041         1.7775       
  51185.42000   52.2749         1.5846       
  54717.21000   52.3206         1.4123       
  58492.70000   52.3484         1.2587       
  62528.70000   52.3636         1.1216       
  66843.18000   52.4005         0.99655      
  71455.36000   52.3964         0.88454      
  76385.78000   52.3867         0.78519      
  81656.40000   52.3744         0.69597      
  87290.69000   52.3584         0.61479      
  93313.74000   52.3395         0.54312      
  99752.39000   52.3193         0.47984      
 106635.30000   52.2986         0.42397      
 113993.10000   52.278          0.37464      
 121858.70000   52.2578         0.33107      
 130266.90000   52.2384         0.29258      
 139255.30000   52.2197         0.25859      
 148864.00000   52.202          0.22858      
 159135.60000   52.1854         0.20207      
 170115.90000   52.1697         0.17864      
 181853.90000   52.1552         0.15794      
 194401.80000   52.1416         0.13964      
 207815.60000   52.1291         0.12347      
 222154.80000   52.1175         0.10918      
 237483.50000   52.1068         0.09655      
 253869.90000   52.097          0.085384     
 271386.90000   52.088          0.075514     
 290112.60000   52.0797         0.066788     
 310130.40000   52.0722         0.059073     
 331529.40000   52.0653         0.052252     
 354404.90000   52.059          0.046221     
 378858.80000   52.0533         0.040888     
 405000.10000   52.0481         0.036171     
 432945.10000   52.0434         0.032001     
#S 53  I
#UB -0.9999
#UF1ADD 0.0
#L PhotonEnergy[eV]  f1  f2
#UO  I, Z=53, (Energy (eV),f1,f2)
     10.69000   11.8518         -0.9999      
     11.42761   11.8252         -0.9999      
     12.21612   11.7946         -0.9999      
     13.05903   11.7594         -0.9999      
     13.96010   11.7188         -0.9999      
     14.92335   11.6719         -0.9999      
     15.95306   11.6177         -0.9999      
     17.05382   11.5549         -0.9999      
     18.23053   11.4821         -0.9999      
     19.48844   11.3973         -0.9999      
     20.83314   11.2983         -0.9999      
     22.27063   11.1823         -0.9999      
     23.80730   11.046          -0.9999      
     25.45001   10.8849         -0.9999      
     27.20606   10.6935         -0.9999      
     29.08327   10.4643         -0.9999      
     31.09002   10.1874         -0.9999      
     33.23523   9.84922         -0.9999      
     35.52846   9.43029         -0.9999      
     37.97993   8.90135         -0.9999      
     40.60054   8.2157          -0.9999      
     43.40198   7.29092         -0.9999      
     46.39671   5.95148         -0.9999      
     48.60800   4.48414         -0.9999      
     49.35200   3.67328         -0.9999      
     49.59809   2.55839         -0.9999      
     49.84800   3.20612         0.62754      
     50.59200   2.78632         0.81817      
     53.02035   0.605141        1.8942       
     56.67876   2.9799          5.861        
     60.58959   4.41342         12.865       
     64.77028   1.57643         20.756       
     69.23942   5.22924         26.34        
     74.01695   13.5284         27.841       
     79.12411   20.7455         25.717       
     84.58368   25.6007         21.603       
     90.41995   28.0894         17.05        
     96.65893   28.8251         12.982       
    103.32840   28.4904         9.7369       
    110.45810   27.5842         7.3115       
    118.07970   26.3152         5.5642       
    120.24600   25.839          5.1835       
    122.08650   25.155          4.8922       
    122.57730   24.5579         4.8191       
    123.31350   25.0124         5.7654       
    125.15400   25.2665         5.5146       
    126.22720   25.2677         5.3788       
    134.93680   24.7795         4.5057       
    144.24750   24.1393         3.9032       
    154.20050   23.5207         3.5          
    164.84040   22.9449         3.2395       
    176.21440   22.3849         3.0832       
    182.67200   22.0302         3.0324       
    185.46800   21.7663         3.017        
    186.21360   21.5453         3.0134       
    187.33200   21.7026         3.3918       
    188.37320   21.7597         3.3898       
    190.12800   21.7817         3.3874       
    201.37090   21.6355         3.3965       
    215.26550   21.3975         3.4508       
    230.11880   21.1701         3.5381       
    245.99700   20.959          3.6501       
    262.97080   20.7604         3.78         
    281.11580   20.5671         3.9218       
    300.51280   20.3694         4.0698       
    321.24820   20.1545         4.2182       
    343.41430   19.905          4.3612       
    367.10990   19.5966         4.493        
    392.44050   19.1892         4.608        
    419.51890   18.6426         4.7012       
    448.46570   17.8709         4.7685       
    479.40980   16.7376         4.8069       
    512.48910   14.9816         4.8143       
    547.85080   11.9899         4.7894       
    585.65250   5.63492         4.7339       
    607.01200   3.38493         4.6924       
    616.30300   15.3534         4.6724       
    618.67400   26.9803         4.6672       
    618.78060   28.2232         4.667        
    622.49700   16.9818         28.524       
    626.06250   13.2224         28.226       
    628.14350   13.4083         28.054       
    630.66870   19.2036         27.848       
    631.78800   19.5875         43.524       
    634.45650   8.36804         43.172       
    643.92600   3.18632         41.956       
    669.26090   15.334          38.956       
    715.43990   24.5449         34.443       
    764.80520   29.1643         30.997       
    817.57680   31.7254         28.202       
    857.10800   32.0836         26.462       
    870.22700   30.943          25.931       
    873.98960   28.7963         25.783       
    878.97300   31.2151         29.204       
    892.09200   33.1591         28.702       
    911.89000   34.3584         27.977       
    925.84750   34.4902         27.486       
    929.56950   33.9013         27.358       
    934.29480   34.8163         28.719       
    935.15250   34.9563         28.69        
    949.11000   36.2578         28.218       
    998.76120   38.6538         26.646       
   1050.65800   40.1104         25.11        
   1067.67600   40.0667         24.603       
   1071.02800   39.6513         24.5         
   1077.46100   40.4143         25.442       
   1093.54200   41.3447         24.955       
   1141.34500   42.8266         23.6         
   1220.09800   44.3871         21.641       
   1304.28500   45.5247         19.848       
   1394.28100   46.3982         18.211       
   1490.48600   47.0925         16.699       
   1593.32900   47.621          15.264       
   1703.26900   47.993          13.933       
   1820.79500   48.2438         12.723       
   1946.43000   48.4003         11.623       
   2080.73300   48.489          10.626       
   2224.30400   48.5412         9.7173       
   2377.78100   48.5293         8.8857       
   2541.84800   48.478          8.1102       
   2717.23500   48.3604         7.3706       
   2904.72400   48.2078         6.7093       
   3105.15000   48.065          6.0553       
   3319.40600   47.6838         5.424        
   3548.44500   47.1716         4.8629       
   3793.28800   46.4591         4.3446       
   4055.02400   45.3714         3.8793       
   4334.82100   43.2826         3.4694       
   4465.95800   41.0615         3.3023       
   4534.31400   37.7027         3.2206       
   4552.54300   33.8351         3.1994       
   4579.88500   37.6379         10.667       
   4633.92400   40.4735         10.391       
   4648.24200   40.836          10.32        
   4755.05800   41.9574         9.8092       
   4827.83900   41.0845         9.5109       
   4847.24800   39.3389         9.4389       
   4876.36000   41.4727         13.062       
   4953.66400   43.6693         12.66        
   5084.33800   44.9619         12.036       
   5162.15900   44.8502         11.713       
   5182.91200   44.0786         11.631       
   5214.04000   45.2183         13.332       
   5295.46700   46.5711         13.013       
   5660.85500   49.0314         11.779       
   6051.45300   50.4303         10.679       
   6469.00400   51.3802         9.6346       
   6915.36500   52.0355         8.6656       
   7392.52500   52.4876         7.7844       
   7902.60900   52.7994         6.9929       
   8447.89000   53.015          6.2859       
   9030.79400   53.1826         5.6458       
   9653.91900   53.3587         5.0279       
  10320.04000   53.4298         4.4712       
  11032.12000   53.4524         3.9684       
  11793.34000   53.4062         3.5241       
  12607.08000   53.3387         3.1314       
  13476.97000   53.2571         2.785        
  14406.88000   53.1664         2.4792       
  15400.95000   53.0697         2.209        
  16463.62000   52.9691         1.9699       
  17599.61000   52.8653         1.7569       
  18813.98000   52.7582         1.5678       
  20112.15000   52.6473         1.3991       
  21499.88000   52.5289         1.2463       
  22983.38000   52.3987         1.1086       
  24569.23000   52.2486         0.98355      
  26264.50000   52.0687         0.87336      
  28076.76000   51.833          0.76881      
  30014.05000   51.4549         0.67523      
  32085.02000   50.5798         0.59354      
  32506.01000   50.158          0.57883      
  33003.55000   48.9195         0.56217      
  33136.23000   47.4332         0.55785      
  33335.25000   48.9383         3.4787       
  33832.79000   50.2993         3.3951       
  34298.89000   50.8358         3.3198       
  36665.51000   51.9788         2.9745       
  39195.43000   52.492          2.6643       
  41899.92000   52.8009         2.3861       
  44791.01000   53.0062         2.1326       
  47881.59000   53.1422         1.9025       
  51185.42000   53.2332         1.6966       
  54717.21000   53.2932         1.5126       
  58492.70000   53.3312         1.3483       
  62528.70000   53.3535         1.2017       
  66843.18000   53.3967         1.0706       
  71455.36000   53.3976         0.95063      
  76385.78000   53.3913         0.84419      
  81656.40000   53.3819         0.74857      
  87290.69000   53.3679         0.66149      
  93313.74000   53.35           0.5846       
  99752.39000   53.3303         0.51669      
 106635.30000   53.3097         0.4567       
 113993.10000   53.2891         0.40372      
 121858.70000   53.2686         0.3569       
 130266.90000   53.2488         0.31554      
 139255.30000   53.2296         0.279        
 148864.00000   53.2114         0.24674      
 159135.60000   53.1942         0.21827      
 170115.90000   53.1781         0.19309      
 181853.90000   53.163          0.17083      
 194401.80000   53.1489         0.15114      
 207815.60000   53.1359         0.13373      
 222154.80000   53.1238         0.11833      
 237483.50000   53.1126         0.10472      
 253869.90000   53.1024         0.09267      
 271386.90000   53.0929         0.082014     
 290112.60000   53.0843         0.072587     
 310130.40000   53.0764         0.064247     
 331529.40000   53.0692         0.056869     
 354404.90000   53.0626         0.05034      
 378858.80000   53.0566         0.044562     
 405000.10000   53.0511         0.03945      
 432945.10000   53.0461         0.034926     
#S 54  Xe
#UB -0.9999
#UF1ADD 0.0
#L PhotonEnergy[eV]  f1  f2
#UO  Xe, Z=54, (Energy (eV),f1,f2)
     10.69000   17.4817         -0.9999      
     11.42761   17.4729         -0.9999      
     12.21612   17.4627         -0.9999      
     13.05903   17.451          -0.9999      
     13.96010   17.4376         -0.9999      
     14.92335   17.4222         -0.9999      
     15.95306   17.4044         -0.9999      
     17.05382   17.3839         -0.9999      
     18.23053   17.3603         -0.9999      
     19.48844   17.333          -0.9999      
     20.83314   17.3014         -0.9999      
