#F f1f2_Chantler.dat
#UT Elastic Photon-Atom Scattering, anomalous scattering factors.
#C  This file has been created using extract_Chantler-NIST-FFAST.pl on Mon Jun 28 17:10:31 2021
#C  It is a part of X-ray Server, https://x-server.gmca.aps.anl.gov
#UD 
#UD The scattering values in this file have been obtained from:
#UD https://github.com/usnistgov/FFAST.jl/tree/master/data/mac[NN].csv
#UD and a WWW interface to these data is at:
#UD https://physics.nist.gov/PhysRefData/FFast/html/form.html
#UD 
#UD Reference
#UD   [1] C.T. Chantler, J. Phys. Chem. Ref. Data 29(4), 597-1048 (2000).
#UD   "Detailed Tabulation of Atomic Form Factors, Photoelectric Absorption
#UD   and Scattering Cross Section, and Mass Attenuation Coefficients in the
#UD   Vicinity of Absorption Edges in the Soft X-Ray (Z = 30-36, Z = 60-89,
#UD   E = 0.1 keV-10 keV), Addressing Convergence Issues of Earlier Work."
#UD   
#UD   [2] C.T. Chantler, J. Phys. Chem. Ref. Data 24, 71 (1995). 
#UD   "Theoretical Form Factor, Attenuation and Scattering Tabulation for 
#UD   Z=1-92 from E=1-10 eV to E=0.4-1.0 MeV."
#S 1  H
#UB -0.9999
#UF1ADD 0.0
#L PhotonEnergy[eV]  f1  f2
#UO  H, Z=1, (Energy (eV),f1,f2)
   5290.74970   80.6866         19.04        
   5317.20340   80.7551         18.906       
   5343.78950   80.8225         18.774       
   5370.50840   80.8887         18.642       
   5397.36090   80.954          18.511       
   5424.34770   81.0181         18.379       
   5451.46950   81.0803         18.247       
   5478.72680   81.1406         18.115       
   5506.12050   81.1993         17.984       
   5533.65110   81.2564         17.855       
   5561.31930   81.312          17.726       
   5589.12590   81.3662         17.599       
   5617.07160   81.4191         17.472       
   5645.15690   81.4706         17.346       
   5673.38270   81.521          17.221       
   5701.74960   81.5701         17.097       
   5730.25840   81.6182         16.975       
   5758.90960   81.6652         16.853       
   5787.70420   81.8721         16.731       
   5816.64270   81.9171         16.607       
   5845.72590   81.9606         16.483       
   5874.95460   82.0025         16.36        
   5904.32930   82.0431         16.238       
   5933.85100   82.0823         16.117       
   5963.52020   82.1203         15.997       
   5993.33780   82.157          15.877       
   6023.30450   82.1926         15.759       
   6053.42100   82.3382         15.641       
   6083.68820   82.3714         15.523       
   6114.10660   82.4033         15.405       
   6144.67710   82.434          15.288       
   6175.40050   82.4635         15.173       
   6206.27750   82.4918         15.058       
   6237.30890   82.5191         14.944       
   6268.49540   82.5452         14.831       
   6299.83790   82.5704         14.719       
   6331.33710   82.5945         14.608       
   6362.99380   82.6177         14.498       
   6394.80880   82.6399         14.389       
   6426.78280   82.6613         14.281       
   6458.91670   82.6818         14.173       
   6491.21130   82.7014         14.067       
   6523.66740   82.7202         13.961       
   6556.28570   82.7382         13.857       
   6589.06710   82.7555         13.753       
   6622.01250   82.7719         13.65        
   6655.12250   82.7877         13.548       
   6688.39810   82.8027         13.447       
   6721.84010   82.8171         13.347       
   6755.44930   82.8308         13.247       
   6789.22660   82.8439         13.149       
   6823.17270   82.8563         13.051       
   6857.28860   82.8681         12.954       
   6891.57500   82.8794         12.858       
   6926.03290   82.8901         12.763       
   6960.66310   82.9002         12.669       
   6995.46640   82.9098         12.575       
   7030.44370   82.9189         12.483       
   7065.59590   82.9276         12.391       
   7100.92390   83.0258         12.298       
   7136.42850   83.0337         12.206       
   7172.11070   83.041          12.115       
   7207.97120   83.0476         12.024       
   7244.01110   83.0536         11.934       
   7280.23110   83.0591         11.845       
   7316.63230   83.0641         11.757       
   7353.21550   83.0685         11.669       
   7389.98150   83.0724         11.583       
   7426.93140   83.0758         11.497       
   7464.06610   83.0787         11.411       
   7501.38640   83.0812         11.327       
   7538.89340   83.0832         11.243       
   7576.58780   83.0848         11.16        
   7614.47080   83.086          11.078       
   7652.54310   83.0868         10.996       
   7690.80580   83.0872         10.915       
   7729.25990   83.0872         10.835       
   7767.90620   83.0869         10.755       
   7806.74570   83.0862         10.677       
   7845.77940   83.0852         10.598       
   7885.00830   83.0839         10.521       
   7924.43340   83.0823         10.444       
   7964.05550   83.0803         10.368       
   8003.87580   83.0781         10.293       
   8043.89520   83.0757         10.218       
   8084.11470   83.0729         10.144       
   8124.53520   83.07           10.07        
   8165.15790   83.0668         9.9973       
   8205.98370   83.0634         9.9251       
   8247.01360   83.0598         9.8535       
   8288.24870   83.0561         9.7826       
   8329.68990   83.0911         9.712        
   8371.33840   83.0873         9.6414       
   8413.19510   83.0833         9.5713       
   8455.26100   83.0791         9.5019       
   8497.53730   83.0748         9.4331       
   8540.02500   83.0703         9.3648       
   9030.79400   83.3675         8.6075       
   9653.91900   83.1474         7.6974       
  10320.04000   82.8248         6.8927       
  11032.12000   82.4107         6.177        
  11793.34000   81.8825         5.5434       
  12607.08000   81.1713         4.9819       
  13476.97000   80.048          4.4697       
  14327.01000   77.4631         4.0501       
  14406.88000   76.864          4.0143       
  14546.30000   74.8515         3.9528       
  14604.78000   71.7863         3.9274       
  14692.50000   74.8389         9.8855       
  14911.79000   77.5422         9.6491       
  15400.95000   79.3574         9.1516       
  16463.62000   80.2686         8.1592       
  16990.36000   79.7622         7.7257       
  17250.41000   78.5366         7.5246       
  17319.76000   76.9944         7.4723       
  17423.78000   78.5556         10.443       
  17599.61000   79.6359         10.27        
  17688.02000   79.8846         10.185       
  17958.75000   79.9644         9.9308       
  18030.95000   79.3318         9.8647       
  18139.24000   80.3157         11.305       
  18409.98000   81.4412         11.052       
  18813.98000   82.3219         10.691       
  20112.15000   83.8524         9.6316       
  21499.88000   84.7234         8.671        
  22983.38000   85.2917         7.8074       
  24569.23000   85.6786         7.028        
  26264.50000   85.9512         6.3293       
  28076.76000   86.1471         5.6672       
  30014.05000   86.3113         5.0628       
  32085.02000   86.3539         4.5199       
  34298.89000   86.3577         4.0393       
  36665.51000   86.3973         3.6038       
  39195.43000   86.3486         3.2085       
  41899.92000   86.2805         2.8588       
  44791.01000   86.2003         2.5491       
  47881.59000   86.1118         2.2747       
  51185.42000   86.0176         2.0314       
  54717.21000   85.9188         1.8154       
  58492.70000   85.8157         1.6236       
  62528.70000   85.7075         1.4531       
  66843.18000   85.5914         1.2991       
  71455.36000   85.4621         1.1619       
  76385.78000   85.3123         1.0398       
  81656.40000   85.1253         0.92583      
  87290.69000   84.8517         0.81928      
  93313.74000   84.3273         0.72553      
  96435.92000   83.6637         0.68351      
  97911.98000   82.6496         0.66498      
  98305.60000   81.4368         0.66017      
  98896.02000   82.7006         3.0396       
  99752.39000   83.5003         2.9993       
 100372.10000   83.8054         2.9707       
 106635.30000   84.9779         2.7033       
 113993.10000   85.479          2.4338       
 121858.70000   85.7643         2.1883       
 130266.90000   85.9468         1.9667       
 139255.30000   86.0696         1.7675       
 148864.00000   86.1528         1.5857       
 159135.60000   86.2076         1.4226       
 170115.90000   86.2427         1.2763       
 181853.90000   86.2636         1.1451       
 194401.80000   86.2742         1.0275       
 207815.60000   86.2772         0.92212      
 222154.80000   86.2748         0.82775      
 237483.50000   86.2685         0.74313      
 253869.90000   86.2595         0.66724      
 271386.90000   86.2486         0.59916      
 290112.60000   86.2365         0.53809      
 310130.40000   86.2236         0.48329      
 331529.40000   86.2103         0.43412      
 354404.90000   86.197          0.38999      
 378858.80000   86.1839         0.35037      
 405000.10000   86.1711         0.31481      
 432945.10000   86.1587         0.28289      
#S 87  Fr
#UB -0.9999
#UF1ADD 0.0
#L PhotonEnergy[eV]  f1  f2
#UO  Fr, Z=87, (Energy (eV),f1,f2)
     10.40001   4.29397         -0.9999      
     10.55920   10.4119         -0.9999      
     10.60165   17.8248         -0.9999      
     10.66532   9.97566         14.635       
     10.69000   8.10559         14.564       
     10.82450   3.08761         14.189       
     11.42761   3.75079         12.671       
     12.21612   6.79698         11.021       
     13.05903   8.07632         9.5691       
     13.96010   8.09233         8.2905       
     14.86167   5.35923         7.2306       
     14.92335   4.76667         7.1649       
     15.08915   1.47371         6.9921       
     15.14981   3.48118         6.9303       
     15.24080   2.02215         16.744       
     15.46827   6.9443          16.024       
     15.95306   10.5356         14.623       
     17.05382   13.5499         12.017       
     18.23053   14.7041         10.024       
     19.48844   15.1952         8.4856       
     20.83314   15.361          7.2605       
     22.27063   15.3364         6.2608       
     23.80730   15.1812         5.4288       
     25.45001   14.916          4.7256       
     27.20606   14.4964         4.1235       
     27.31051   14.4599         4.0915       
     27.72853   14.2366         3.9675       
     27.84000   14.0384         3.9354       
     28.00721   14.198          4.2374       
     28.42523   14.2818         4.1033       
     29.08327   14.2378         3.9051       
     31.09002   13.8726         3.3834       
     33.23523   13.3372         2.9381       
     35.52846   12.6493         2.5561       
     37.97993   11.7859         2.2261       
     40.60054   10.6868         1.9401       
     43.40198   9.24172         1.692        
     46.39671   7.23788         1.4774       
     49.59809   4.16636         1.2924       
     53.02035   1.94328         1.133        
     53.46183   3.39592         1.1148       
     54.28013   8.28821         1.0824       
     54.49834   12.9003         1.074        
     54.82565   9.56276         9.4014       
     55.64395   7.57099         10.254       
     56.67876   7.78448         11.446       
     58.34708   10.2763         13.666       
     59.24014   14.6377         15.021       
     59.47829   19.664          15.404       
     59.83552   14.9067         25.839       
     60.58959   10.9069         27.721       
     60.72859   10.4605         28.065       
     64.77028   0.763173        37.01        
     69.23942   11.983          42.431       
     74.01695   24.9875         40.957       
     79.12411   34.4872         34.661       
     84.58368   39.5132         26.691       
     90.41995   40.9454         19.311       
     96.65893   40.1932         13.486       
    103.32840   38.4133         9.295        
    110.45810   36.3113         6.4375       
    118.07970   34.2174         4.5422       
    126.22720   32.171          3.2975       
    130.29830   31.0527         2.8656       
    132.29260   30.1419         2.6873       
    132.82440   29.3747         2.643        
    133.62220   29.9535         3.9126       
    134.93680   30.2267         3.7871       
    135.61650   30.252          3.7252       
    144.24750   29.6373         3.0822       
    154.20050   28.6015         2.5847       
    164.84040   27.3575         2.2433       
    165.62910   27.2376         2.2234       
    168.16430   26.6582         2.1635       
    168.84030   26.1545         2.1485       
    169.85430   26.5525         3.0117       
    172.38950   26.767          2.9216       
    176.21440   26.6924         2.7986       
    188.37320   26.0173         2.4902       
    201.37090   25.0915         2.2659       
    215.26550   23.942          2.1083       
    215.63480   23.907          2.105        
    218.93530   23.5511         2.0767       
    219.81550   23.3824         2.0697       
    221.13570   23.3614         2.2421       
    224.43620   23.1489         2.22         
    230.11880   22.661          2.1874       
    234.08570   22.2701         2.1682       
    237.66870   21.8519         2.1531       
    238.62410   21.6828         2.1494       
    240.05730   21.5829         2.2791       
    241.55860   21.4436         2.2876       
    243.64030   21.2188         2.3022       
    245.25600   21.0204         2.3159       
    245.99700   20.91           2.3229       
    246.24190   20.8613         2.3253       
    247.72080   20.7371         2.4424       
    251.41820   20.3427         2.5174       
    262.97080   18.8987         2.912        
    281.11580   16.3963         4.2112       
    300.51280   13.8493         6.6175       
    321.24820   11.8075         10.22        
    343.41430   10.8331         14.767       
    367.10990   11.271          19.728       
    392.44050   13.1412         24.493       
    419.51890   16.1759         28.553       
    448.46570   19.9611         31.609       
    479.40980   24.0317         33.572       
    500.00000   27.9322         34.274       
    502.50000   28.2216         34.332       
    505.01250   28.5084         34.385       
    507.53756   28.7939         34.433       
    510.07525   29.0749         34.475       
    512.62563   29.3526         34.513       
    515.18875   29.6269         34.546       
    517.76470   29.8974         34.574       
    520.35352   30.1639         34.598       
    522.95529   30.4261         34.617       
    525.57007   30.6836         34.631       
    528.19792   30.9361         34.641       
    530.83891   31.1833         34.647       
    533.49310   31.4245         34.648       
    536.16057   31.6594         34.645       
    538.84137   31.8872         34.638       
    541.53558   32.1073         34.627       
    544.24325   32.3188         34.612       
    546.96447   32.5205         34.593       
    549.69929   32.7112         34.57        
    552.44779   32.889          34.543       
    555.21003   33.0516         34.513       
    557.98608   33.1958         34.479       
    560.77601   33.3167         34.442       
    563.57989   33.4071         34.402       
    566.39779   33.4545         34.358       
    569.22978   33.435          34.311       
    572.07593   33.2919         34.26        
    574.93630   32.8112         34.207       
    576.62439   31.581          34.174       
    577.37565   31.6271         36.636       
    577.81099   32.2603         36.63        
    580.70004   33.6387         36.594       
    583.60354   34.2731         36.555       
    586.52156   34.7286         36.513       
    589.45417   35.0911         36.468       
    592.40144   35.385          36.422       
    595.36345   35.6106         36.372       
    598.34026   35.7396         36.321       
    601.33196   35.632          36.267       
    602.90602   35.0309         36.238       
    603.69393   35.1112         37.725       
    604.33862   35.6398         37.716       
    607.36032   36.5982         37.673       
    610.39712   37.1673         37.628       
    613.44910   37.6346         37.582       
    616.51635   38.0516         37.533       
    619.59893   38.4375         37.483       
    622.69693   38.8015         37.432       
    625.81041   39.1491         37.379       
    628.93946   39.4836         37.324       
    632.08416   39.8075         37.268       
    635.24458   40.1225         37.211       
    638.42080   40.4297         37.152       
    641.61291   40.7302         37.091       
    644.82097   41.0244         37.029       
    648.04508   41.3129         36.965       
    651.28530   41.596          36.899       
    654.54173   41.8742         36.831       
    657.81444   42.1478         36.762       
    661.10351   42.4181         36.692       
    664.40903   42.6831         36.62        
    667.73107   42.9442         36.546       
    671.06973   43.2015         36.471       
    674.42508   43.455          36.394       
    677.79720   43.7049         36.316       
    681.18619   43.9511         36.236       
    684.59212   44.1937         36.155       
    688.01508   44.4327         36.072       
    691.45515   44.6683         35.988       
    694.91243   44.9003         35.902       
    698.38699   45.1288         35.815       
    701.87893   45.3539         35.727       
    705.38832   45.5756         35.638       
    708.91526   45.7937         35.547       
    712.45984   46.0084         35.456       
    716.02214   46.2196         35.363       
    719.60225   46.4513         35.269       
    723.20026   46.6555         35.173       
    726.81626   46.8559         35.077       
    730.45034   47.0524         34.98        
    734.10260   47.245          34.882       
    737.77311   47.4335         34.782       
    741.46197   47.6486         34.682       
    745.16928   47.8287         34.582       
    748.89513   48.0042         34.48        
    752.63961   48.1747         34.378       
    756.40280   48.3399         34.275       
    760.18482   48.4994         34.171       
    763.98574   48.6526         34.066       
    767.80567   48.7988         33.961       
    771.64470   48.9371         33.856       
    775.50292   49.0662         33.75        
    779.38044   49.1845         33.643       
    783.27734   49.2895         33.536       
    787.19373   49.3776         33.428       
    791.12969   49.4432         33.32        
    795.08534   49.4765         33.212       
    799.06077   49.4582         33.103       
    803.05607   49.342          32.994       
    807.07135   48.9529         32.885       
    808.91460   48.3781         32.835       
    811.10671   48.4888         34.857       
    815.16224   49.6878         34.748       
    819.23806   50.2509         34.64        
    823.33425   50.6701         34.531       
    827.45092   51.0229         34.422       
    831.58817   51.3368         34.313       
    835.74611   51.6249         34.204       
    839.92484   51.8945         34.095       
    844.12447   52.1499         33.985       
    848.34509   52.394          33.876       
    852.58682   52.6289         33.767       
    856.84975   52.8561         33.658       
    861.13400   53.0767         33.548       
    865.43967   53.2915         33.439       
    869.76687   53.5012         33.33        
    874.11570   53.7063         33.221       
    878.48628   53.9072         33.113       
    882.87871   54.1045         33.004       
    887.29310   54.2983         32.896       
    891.72957   54.489          32.787       
    896.18822   54.6767         32.679       
    900.66916   54.8618         32.572       
    905.17250   55.0442         32.464       
    909.69837   55.2242         32.357       
    914.24686   55.4019         32.249       
    918.81809   55.5774         32.142       
    923.41218   55.7507         32.036       
    928.02924   55.9219         31.929       
    932.66939   56.091          31.823       
    937.33274   56.2579         31.718       
    942.01940   56.4225         31.612       
    946.72950   56.5846         31.507       
    951.46315   56.7437         31.403       
    956.22046   56.8991         31.298       
    961.00156   57.0492         31.195       
    965.80657   57.1911         31.091       
    970.63560   57.3175         30.988       
    975.48878   57.4036         30.885       
    978.59862   57.3653         30.814       
    980.36623   57.2538         31.188       
    981.40142   57.4694         31.165       
    985.26806   57.7884         31.078       
    990.19440   58.0602         30.968       
    995.14537   58.2997         30.859       
   1000.12110   58.5305         30.749       
   1005.12170   58.7261         30.568       
   1010.14730   58.9113         30.388       
   1015.19800   59.0881         30.21        
   1020.27400   59.2577         30.033       
   1025.37540   59.4197         29.85        
   1030.50230   59.5748         29.667       
   1035.65480   59.7237         29.485       
   1040.83310   59.8667         29.305       
   1046.03720   60.0043         29.127       
   1051.26740   60.1367         28.95        
   1056.52380   60.2641         28.774       
   1061.80640   60.3869         28.6         
   1067.11540   60.5051         28.427       
   1072.45100   60.619          28.255       
   1077.81320   60.7285         28.085       
   1083.20230   60.8337         27.916       
   1088.61830   60.9345         27.748       
   1094.06140   61.0309         27.582       
   1099.53170   61.1226         27.417       
   1105.02940   61.2096         27.253       
   1110.55450   61.2913         27.09        
   1116.10730   61.3673         26.929       
   1121.68780   61.4365         26.768       
   1127.29630   61.4974         26.608       
   1132.93280   61.547          26.449       
   1138.59740   61.5793         26.292       
   1144.29040   61.5791         26.135       
   1150.01190   61.4763         25.98        
   1151.61640   61.3637         25.937       
   1154.38360   61.4176         26.42        
   1155.76190   61.5604         26.383       
   1161.54070   61.8434         26.23        
   1167.34840   62.0159         26.077       
   1173.18520   62.1549         25.926       
   1179.05110   62.2765         25.776       
   1184.94640   62.3872         25.627       
   1190.87110   62.49           25.48        
   1196.82540   62.5866         25.333       
   1202.80960   62.6782         25.188       
   1208.82360   62.7655         25.044       
   1214.86770   62.849          24.901       
   1220.94210   62.9295         24.759       
   1227.04680   63.0072         24.619       
   1233.18200   63.0823         24.48        
   1239.34790   63.155          24.342       
   1245.54470   63.2254         24.205       
   1251.77240   63.2938         24.069       
   1258.03120   63.3602         23.934       
   1264.32140   63.4247         23.801       
   1270.64300   63.4875         23.668       
   1276.99620   63.5485         23.536       
   1283.38120   63.608          23.406       
   1289.79810   63.6659         23.276       
   1296.24710   63.7223         23.148       
   1302.72830   63.7773         23.02        
   1309.24200   63.8309         22.894       
   1315.78820   63.8832         22.768       
   1322.36710   63.9343         22.644       
   1328.97900   63.9841         22.52        
   1335.62390   64.0328         22.398       
   1342.30200   64.0803         22.276       
   1349.01350   64.1268         22.156       
   1355.75860   64.1723         22.036       
   1362.53740   64.2169         21.917       
   1369.35000   64.2605         21.799       
   1376.19680   64.3028         21.68        
   1383.07780   64.3439         21.561       
   1389.99320   64.3837         21.444       
   1396.94310   64.4223         21.327       
   1403.92780   64.4599         21.211       
   1410.94750   64.4963         21.097       
   1418.00220   64.5317         20.982       
   1425.09220   64.566          20.869       
   1432.21770   64.5993         20.757       
   1439.37880   64.6317         20.646       
   1446.57570   64.663          20.535       
   1453.80860   64.6935         20.425       
   1461.07760   64.723          20.316       
   1468.38300   64.7517         20.208       
   1475.72490   64.7795         20.1         
   1483.10350   64.8064         19.994       
   1490.51900   64.8326         19.888       
   1497.97160   64.8579         19.783       
   1505.46150   64.8825         19.678       
   1512.98880   64.906          19.574       
   1520.55370   64.9287         19.471       
   1528.15650   64.9506         19.368       
   1535.79730   64.9715         19.266       
   1543.47630   64.9916         19.165       
   1551.19370   65.0109         19.065       
   1558.94960   65.0295         18.965       
   1566.74440   65.0472         18.866       
   1574.57810   65.0641         18.768       
   1582.45100   65.0803         18.671       
   1590.36330   65.0957         18.574       
   1598.31510   65.1103         18.478       
   1606.30660   65.1243         18.382       
   1614.33820   65.1375         18.288       
   1622.40990   65.15           18.194       
   1630.52190   65.1618         18.1         
   1638.67450   65.1729         18.008       
   1646.86790   65.1834         17.916       
   1655.10220   65.1932         17.824       
   1663.37770   65.2022         17.733       
   1671.69460   65.2104         17.641       
   1680.05310   65.2178         17.551       
   1688.45340   65.2243         17.461       
   1696.89560   65.23           17.372       
   1705.38010   65.235          17.283       
   1713.90700   65.2392         17.195       
   1722.47660   65.2425         17.107       
   1731.08890   65.2683         17.021       
   1739.74440   65.2703         16.934       
   1748.44310   65.2715         16.849       
   1757.18530   65.272          16.764       
   1765.97120   65.2717         16.679       
   1774.80110   65.2706         16.596       
   1783.67510   65.2687         16.512       
   1792.59350   65.2661         16.43        
   1801.55650   65.2627         16.347       
   1810.56420   65.2614         16.266       
   1819.61710   65.2565         16.185       
   1828.71510   65.2508         16.104       
   1837.85870   65.2443         16.025       
   1847.04800   65.237          15.945       
   1856.28330   65.229          15.867       
   1865.56470   65.2201         15.788       
   1874.89250   65.2105         15.711       
   1884.26700   65.2            15.633       
   1893.68830   65.1887         15.557       
   1903.15670   65.1766         15.481       
   1912.67250   65.1636         15.405       
   1922.23590   65.1498         15.33        
   1931.84710   65.1352         15.256       
   1941.50630   65.1197         15.182       
   1951.21380   65.1033         15.108       
   1960.96990   65.086          15.035       
   1970.77470   65.0679         14.963       
   1980.62860   65.0488         14.891       
   1990.53180   65.0288         14.819       
   2000.48440   65.0079         14.748       
   2010.48680   64.986          14.677       
   2020.53930   64.9632         14.607       
   2030.64200   64.9394         14.538       
   2040.79520   64.9146         14.469       
   2050.99920   64.8887         14.4         
   2061.25420   64.8619         14.332       
   2071.56040   64.834          14.264       
   2081.91820   64.805          14.197       
   2092.32780   64.7749         14.13        
   2102.78950   64.7437         14.064       
   2113.30340   64.7114         13.998       
   2123.86990   64.6779         13.933       
   2134.48930   64.6433         13.868       
   2145.16170   64.6074         13.803       
   2155.88750   64.5702         13.739       
   2166.66700   64.5318         13.675       
   2177.50030   64.4921         13.612       
   2188.38780   64.4511         13.549       
   2199.32970   64.4086         13.487       
   2210.32640   64.3648         13.425       
   2221.37800   64.3196         13.363       
   2232.48490   64.2728         13.302       
   2243.64730   64.2245         13.241       
   2254.86560   64.1747         13.181       
   2266.13990   64.1233         13.121       
   2277.47060   64.0702         13.062       
   2288.85790   64.0154         13.003       
   2300.30220   63.9588         12.944       
   2311.80370   63.8966         12.883       
   2323.36280   63.8359         12.816       
   2334.97960   63.7726         12.75        
   2346.65450   63.7066         12.684       
   2358.38780   63.6378         12.619       
   2370.17970   63.5662         12.554       
   2382.03060   63.4916         12.49        
   2393.94070   63.4141         12.426       
   2405.91040   63.3334         12.362       
   2417.94000   63.2495         12.297       
   2430.02970   63.1683         12.229       
   2442.17980   63.0769         12.161       
   2454.39070   62.9814         12.094       
   2466.66270   62.8818         12.027       
   2478.99600   62.7778         11.961       
   2491.39100   62.6692         11.895       
   2503.84790   62.5559         11.83        
   2516.36720   62.4376         11.764       
   2528.94900   62.3142         11.7         
   2541.59380   62.1852         11.635       
   2554.30170   62.0504         11.571       
   2567.07320   61.9096         11.508       
   2579.90860   61.7623         11.445       
   2592.80820   61.6081         11.382       
   2605.77220   61.4466         11.32        
   2618.80110   61.2773         11.258       
   2631.89510   61.0997         11.197       
   2645.05450   60.9132         11.136       
   2658.27980   60.7171         11.076       
   2671.57120   60.5106         11.016       
   2684.92910   60.2928         10.956       
   2698.35370   60.0629         10.897       
   2711.84550   59.8196         10.838       
   2725.40470   59.5617         10.779       
   2739.03170   59.2877         10.721       
   2752.72690   58.9959         10.664       
   2766.49050   58.6842         10.606       
   2780.32300   58.3502         10.55        
   2794.22460   57.9911         10.493       
   2808.19570   57.6033         10.437       
   2822.23670   57.1826         10.381       
   2836.34790   56.7236         10.326       
   2850.52960   56.2195         10.271       
   2864.78230   55.6615         10.216       
   2879.10620   55.0377         10.162       
   2893.50170   54.3319         10.108       
   2907.96920   53.5207         10.055       
   2922.50910   52.5686         10.002       
   2937.12160   51.4179         9.9489       
   2951.80720   49.9695         9.8965       
   2966.56620   47.9916         9.8445       
   2981.39910   44.8559         9.7928       
   2996.30610   36.1443         9.7414       
   2998.84820   29.0598         9.7327       
   3000.55200   28.7932         25.805       
   3011.28760   42.1044         25.649       
   3026.34400   46.1755         25.434       
   3041.47580   48.1844         25.22        
   3056.68310   49.3687         25.009       
   3071.96660   50.0364         24.799       
   3087.32640   50.2632         24.591       
   3102.76300   49.9701         24.385       
   3118.27680   48.7402         24.181       
   3133.86820   42.6489         23.979       
   3135.23400   39.7354         23.962       
   3137.16590   39.6606         34.572       
   3149.53760   49.1388         34.343       
   3165.28530   52.4315         34.055       
   3181.11170   54.486          33.769       
   3197.01720   56.0404         33.486       
   3213.00230   57.3118         33.206       
   3229.06730   58.3958         32.928       
   3245.21270   59.3438         32.652       
   3261.43870   60.1871         32.377       
   3277.74590   60.9461         32.104       
   3294.13470   61.6351         31.834       
   3310.60530   62.2646         31.566       
   3327.15840   62.8423         31.301       
   3343.79410   63.3742         31.038       
   3360.51310   63.8649         30.777       
   3377.31570   64.318          30.518       
   3394.20230   64.7364         30.262       
   3411.17330   65.1221         30.008       
   3428.22910   65.4767         29.756       
   3445.37030   65.8011         29.507       
   3462.59710   66.0957         29.259       
   3479.91010   66.3603         29.014       
   3497.30970   66.5938         28.771       
   3514.79620   66.7943         28.53        
   3532.37020   66.9584         28.291       
   3550.03210   67.0806         28.055       
   3567.78220   67.1519         27.82        
   3585.62110   67.1568         27.587       
   3603.54920   67.0666         27.357       
   3621.56700   66.8193         27.128       
   3639.67480   66.2394         26.902       
   3657.87320   64.2154         26.677       
   3658.56790   64.0033         26.669       
   3667.43230   64.0829         31.386       
   3676.16260   65.9033         31.255       
   3694.54340   67.528          30.981       
   3713.01610   68.4959         30.711       
   3731.58120   69.2238         30.442       
   3750.23910   69.8219         30.176       
   3768.99030   70.3363         29.913       
   3787.83520   70.7903         29.652       
   3806.77440   71.1976         29.393       
   3825.80830   71.5662         29.137       
   3844.93730   71.9002         28.885       
   3864.16200   72.2091         28.652       
   3883.48280   72.5011         28.422       
   3902.90020   72.7771         28.194       
   3922.41470   73.0372         27.965       
   3942.02680   73.2824         27.739       
   3961.73690   73.5138         27.515       
   3981.54560   73.7322         27.294       
   4001.45330   73.9385         27.076       
   4021.46060   74.1333         26.86        
   4041.56790   74.317          26.647       
   4061.77570   74.49           26.436       
   4082.08460   74.6524         26.227       
   4102.49500   74.8034         26.018       
   4123.00750   74.9424         25.811       
   4143.62260   75.0692         25.607       
   4164.34070   75.1826         25.405       
   4185.16240   75.2813         25.205       
   4206.08820   75.3628         25.007       
   4227.11860   75.423          24.811       
   4248.25420   75.4545         24.617       
   4269.49550   75.443          24.425       
   4290.84300   75.3525         24.235       
   4312.29720   75.0426         24.047       
   4320.81250   74.668          23.973       
   4333.18780   74.7152         25.411       
   4333.85870   74.7698         25.405       
   4355.52800   75.5931         25.219       
   4377.30560   75.9883         25.035       
   4399.19210   76.2762         24.852       
   4421.18810   76.5112         24.671       
   4443.29400   76.7127         24.491       
   4465.51050   76.8894         24.314       
   4487.83810   77.0459         24.138       
   4510.27720   77.184          23.962       
   4532.82860   77.3038         23.789       
   4555.49280   77.4031         23.617       
   4578.27020   77.4765         23.446       
   4601.16160   77.5107         23.277       
   4624.16740   77.4652         23.109       
   4642.32380   77.2379         22.978       
   4647.28820   77.0364         22.942       
   4661.67610   77.3474         23.853       
   4670.52470   77.6095         23.789       
   4693.87730   78.0081         23.624       
   4717.34670   78.2833         23.46        
   4740.93340   78.5112         23.298       
   4764.63810   78.7131         23.136       
   4788.46130   78.8967         22.97        
   4812.40360   79.0663         22.805       
   4836.46560   79.2252         22.642       
   4860.64790   79.3752         22.479       
   4884.95120   79.5178         22.318       
   4909.37590   79.6539         22.158       
   4933.92280   79.7842         21.999       
   4958.59240   79.9094         21.841       
   4983.38540   80.0298         21.684       
   5008.30230   80.1459         21.529       
   5033.34380   80.2581         21.374       
   5058.51050   80.3665         21.22        
   5083.80310   80.4715         21.068       
   5109.22210   80.5732         20.917       
   5134.76820   80.6718         20.767       
   5160.44210   80.7675         20.618       
   5186.24430   80.8605         20.47        
   5212.17550   80.9508         20.323       
   5238.23640   81.0386         20.177       
   5264.42760   81.124          20.032       
   5290.74970   81.2071         19.889       
   5317.20340   81.288          19.746       
   5343.78950   81.3668         19.605       
   5370.50840   81.4436         19.464       
   5397.36090   81.5184         19.325       
   5424.34770   81.5914         19.186       
   5451.46950   81.6625         19.049       
   5478.72680   81.732          18.913       
   5506.12050   81.7998         18.778       
   5533.65110   81.866          18.643       
   5561.31930   81.9308         18.51        
   5589.12590   81.9942         18.378       
   5617.07160   82.0563         18.247       
   5645.15690   82.117          18.116       
   5673.38270   82.176          17.985       
   5701.74960   82.2334         17.855       
