#F f1f2_BrennanCowanLong.dat
#C This file has been created using  f1f2_BrennanCowanLong fortran program.
#C  This file belongs to the DABAX library. More information on
#C  DABAX can be found at:
#C  http://www.esrf.fr/computing/scientific/dabax/
#UT Elastic Photon-Atom Scattering, anomalous scattering factors.
#U3W Sheet_f1f2
#UIDL xf1f2
#UD Elastic Photon-Atom Scattering, anomalous scattering factors.
#UD 
#UD The scattering factor values in this file have been calculated 
#UD using the subroutine library by Brennan and Cowan:
#UD S. Brennan and P.L. Cowan (1992), Rev. Sci. Instrum. 63, 850.
#UD  
#UD The values for f1 and f2 are calculated using the theoretical
#UD approximation developed by Cromer and Liberman. This theory gives
#UD accurate values far from an absorption edge but does not account 
#UD for the effects of neighboring atoms, which can be 
#UD critical near an absorption edge. 
#UD 
#UD The program suite described by Brennan and Cowan (1992) is
#UD available by ftp from the authors from
#UD http://www-ssrl.slac.stanford.edu/absorb.html or
#UD ftp://ftpa.aps.anl.gov/pub/cross-section_codes/sb-1.0.tar.Z 
#UD WWW interfaces to the values produced by Brennan & Cowan library
#UD can be found at the URL:
#UD http://www.bmsc.washington.edu:80/scatter/AS_periodic.html
#UD http://www.bmsc.washington.edu/scatter/periodic-table.html
#UD 
#UD The data in this file a wide grid of 520 energy points in
#UD a logarithmic scale, which can be calculated from:
#UD Cte = log10(1.0D4/30.)/300.
#UD Energy(i) = 30.*10.**((i-1)*Cte), 0<i<521
#UD plus a fine step grid close to the edge (the same as used in
#UD the DABAX file f1f2_Sasaki.dat). Data are available for
#UD elements with Z in the range from 3 to 92.
#UD 
#UD Column description: Energy[eV] f1 f2 
#UD (f1 and f2 are in electron units.)
#UD 
#S  3 Li
#UF1ADD  3.0
#N 3
#L  PhotonEnergy[eV]  f1  f2
    30.000000     -1.998974      0.106894 
    30.586575     -2.009509      0.105254 
    31.184620     -2.020805      0.103613 
    31.794357     -2.032923      0.101974 
    32.416016     -2.045925      0.100335 
    33.049831     -2.059886      0.098698 
    33.696037     -2.074885      0.097064 
    34.354877     -2.091015      0.095434 
    35.026604     -2.108380      0.093808 
    35.711460     -2.127095      0.092187 
    36.409710     -2.147297      0.090571 
    37.121609     -2.169137      0.088962 
    37.847431     -2.192794      0.087360 
    38.587444     -2.218473      0.085766 
    39.341923     -2.246416      0.084180 
    40.111156     -2.276904      0.082603 
    40.895432     -2.310275      0.081036 
    41.695038     -2.346931      0.079479 
    42.510281     -2.387360      0.077932 
    43.341465     -2.432157      0.076397 
    44.188896     -2.482057      0.074873 
    45.052902     -2.537987      0.073362 
    45.933800     -2.601124      0.071864 
    46.831921     -2.672992      0.070379 
    47.747601     -2.755609      0.068907 
    48.681187     -2.851704      0.067450 
    49.633026     -2.965065      0.066007 
    50.603474     -3.101132      0.064579 
    51.592899     -3.268006      0.063167 
    52.601669     -3.478342      0.061770 
    53.630165     -3.753111      0.060389 
    54.678768     -4.129850      0.059025 
    55.747875     -4.249836      2.675136 
    56.837887     -3.611357      2.673592 
    57.949207     -3.230946      2.670496 
    59.082260     -2.952446      2.665852 
    60.237469     -2.728837      2.659665 
    61.415260     -2.539587      2.651945 
    62.616081     -2.373904      2.642703 
    63.840385     -2.225429      2.631954 
    65.088623     -2.090107      2.619715 
    66.361267     -1.965209      2.606005 
    67.658798     -1.848813      2.590848 
    68.981697     -1.739524      2.574267 
    70.330460     -1.636300      2.556291 
    71.705597     -1.538344      2.536949 
    73.107620     -1.445040      2.516273 
    74.537064     -1.355902      2.494296 
    75.994446     -1.270539      2.471055 
    77.480331     -1.188639      2.446588 
    78.995262     -1.109945      2.420934 
    80.539818     -1.034246      2.394137 
    82.114571     -0.961369      2.366239 
    83.720116     -0.891166      2.337284 
    85.357056     -0.823514      2.307319 
    87.026001     -0.758310      2.276392 
    88.727577     -0.695464      2.244550 
    90.462425     -0.634899      2.211845 
    92.231194     -0.576549      2.178326 
    94.034538     -0.520347      2.144044 
    95.873154     -0.466250      2.109051 
    97.747711     -0.414208      2.073399 
    99.658920     -0.364177      2.037142 
   101.607506     -0.320395      2.000417 
   103.594185     -0.274211      1.963228 
   105.619713     -0.229922      1.925588 
   107.684845     -0.187497      1.887549 
   109.790352     -0.146901      1.849163 
   111.937027     -0.108105      1.810483 
   114.125679     -0.071077      1.771560 
   116.357117     -0.035785      1.732445 
   118.632195     -0.002199      1.693187 
   120.951752      0.029711      1.653837 
   123.316658      0.059978      1.614442 
   125.727806      0.088633      1.575049 
   128.186096      0.115708      1.535705 
   130.692459      0.141237      1.496454 
   133.247833      0.165251      1.457340 
   135.853149      0.187786      1.418406 
   138.509430      0.208875      1.379692 
   141.217636      0.228554      1.341237 
   143.978790      0.246858      1.303080 
   146.793930      0.263823      1.265256 
   149.664124      0.279487      1.227801 
   152.590439      0.293885      1.190746 
   155.573959      0.307056      1.154124 
   158.615814      0.319037      1.117964 
   161.717148      0.329866      1.082294 
   164.879135      0.339583      1.047140 
   168.102936      0.348225      1.012527 
   171.389771      0.355832      0.978476 
   174.740860      0.362441      0.945009 
   178.157486      0.368093      0.912146 
   181.640915      0.372824      0.879903 
   185.192444      0.376675      0.848296 
   188.813416      0.379683      0.817340 
   192.505188      0.381886      0.787046 
   196.269150      0.383323      0.757426 
   200.106705      0.384030      0.728489 
   204.019287      0.384044      0.700242 
   208.008377      0.383401      0.672692 
   212.075470      0.382139      0.645844 
   216.222076      0.380291      0.619700 
   220.449753      0.260919      0.596390 
   224.760101      0.259387      0.577779 
   229.154724      0.257665      0.559678 
   233.635269      0.255766      0.542076 
   238.203430      0.253702      0.524962 
   242.860901      0.251487      0.508325 
   247.609436      0.249133      0.492153 
   252.450821      0.246649      0.476436 
   257.386871      0.244047      0.461163 
   262.419434      0.241338      0.446323 
   267.550385      0.238529      0.431907 
   272.781677      0.235631      0.417904 
   278.115234      0.232652      0.404305 
   283.553070      0.229600      0.391099 
   289.097260      0.226483      0.378276 
   294.749817      0.223309      0.365829 
   300.512939      0.220083      0.353746 
   306.388702      0.216813      0.342020 
   312.379364      0.213505      0.330641 
   318.487183      0.210165      0.319600 
   324.714386      0.206799      0.308890 
   331.063385      0.203411      0.298501 
   337.536499      0.200006      0.288425 
   344.136169      0.196590      0.278654 
   350.864899      0.193166      0.269181 
   357.725189      0.189739      0.259997 
   364.719604      0.186313      0.251094 
   371.850800      0.182890      0.242467 
   379.121399      0.179476      0.234106 
   386.534180      0.176073      0.226005 
   394.091888      0.172684      0.218158 
   401.797363      0.169311      0.210556 
   409.653534      0.165958      0.203193 
   417.663269      0.162627      0.196064 
   425.829620      0.159320      0.189161 
   434.155670      0.156039      0.182478 
   442.644501      0.152786      0.176009 
   451.299316      0.149564      0.169749 
   460.123352      0.146373      0.163690 
   469.119904      0.143216      0.157828 
   478.292389      0.140093      0.152156 
   487.644196      0.137007      0.146670 
   497.178864      0.133957      0.141365 
   506.899933      0.130946      0.136234 
   516.811096      0.127974      0.131272 
   526.916077      0.125042      0.126476 
   537.218567      0.122151      0.121839 
   547.722534      0.119301      0.117358 
   558.431885      0.116494      0.113028 
   569.350647      0.113729      0.108843 
   580.482849      0.111007      0.104801 
   591.832764      0.108328      0.100895 
   603.404602      0.105693      0.097124 
   615.202637      0.103102      0.093481 
   627.231384      0.100555      0.089964 
   639.495361      0.098051      0.086568 
   651.999084      0.095592      0.083290 
   664.747314      0.093177      0.080126 
   677.744751      0.090806      0.077073 
   690.996399      0.088479      0.074126 
   704.507080      0.086195      0.071284 
   718.281982      0.083955      0.068542 
   732.326172      0.081758      0.065897 
   746.645020      0.079603      0.063346 
   761.243774      0.077490      0.060886 
   776.127991      0.075419      0.058514 
   791.303223      0.073389      0.056228 
   806.775208      0.071399      0.054024 
   822.549683      0.069448      0.051900 
   838.632568      0.067536      0.049854 
   855.029968      0.065659      0.047882 
   871.747925      0.063818      0.045982 
   888.792786      0.062007      0.044152 
   906.170898      0.060224      0.042390 
   923.888855      0.058461      0.040693 
   941.953186      0.056704      0.039059 
   960.370728      0.054925      0.037486 
   979.148376      0.053052      0.035971 
   998.293152      0.050825      0.034514 
  1017.812317      0.049259      0.033162 
  1037.713135      0.047828      0.031865 
  1058.002930      0.046438      0.030617 
  1078.689575      0.045085      0.029416 
  1099.780640      0.043766      0.028260 
  1121.284180      0.042481      0.027147 
  1143.208008      0.041230      0.026077 
  1165.560669      0.040012      0.025046 
  1188.350220      0.038826      0.024055 
  1211.585449      0.037671      0.023102 
  1235.275024      0.036547      0.022184 
  1259.427734      0.035453      0.021302 
  1284.052734      0.034388      0.020453 
  1309.159180      0.033353      0.019637 
  1334.756470      0.032345      0.018852 
  1360.854248      0.031365      0.018097 
  1387.462402      0.030412      0.017371 
  1414.590820      0.029485      0.016673 
  1442.249512      0.028584      0.016002 
  1470.449219      0.027708      0.015356 
  1499.200073      0.026857      0.014736 
  1528.513184      0.026029      0.014140 
  1558.399536      0.025225      0.013567 
  1588.870117      0.024443      0.013017 
  1619.936523      0.023684      0.012487 
  1651.610352      0.022947      0.011979 
  1683.903442      0.022230      0.011490 
  1716.828003      0.021535      0.011021 
  1750.396240      0.020859      0.010570 
  1784.620850      0.020203      0.010136 
  1819.514648      0.019566      0.009720 
  1855.090820      0.018948      0.009320 
  1891.362427      0.018348      0.008936 
  1928.343262      0.017765      0.008568 
  1966.047241      0.017200      0.008213 
  2004.488403      0.016652      0.007873 
  2043.681152      0.016119      0.007547 
  2083.640137      0.015603      0.007233 
  2124.380615      0.015102      0.006933 
  2165.917480      0.014617      0.006644 
  2208.266602      0.014145      0.006366 
  2251.443848      0.013689      0.006100 
  2295.465332      0.013246      0.005845 
  2340.347412      0.012816      0.005600 
  2386.106934      0.012400      0.005364 
  2432.761230      0.011991      0.005139 
  2480.327881      0.011600      0.004922 
  2528.824463      0.011221      0.004714 
  2578.269287      0.010853      0.004515 
  2628.680908      0.010497      0.004324 
  2680.078369      0.010152      0.004141 
  2732.480469      0.009818      0.003965 
  2785.907471      0.009494      0.003796 
  2840.378906      0.009180      0.003635 
  2895.915283      0.008877      0.003479 
  2952.537842      0.008582      0.003331 
  3010.267334      0.008297      0.003189 
  3069.125488      0.008021      0.003054 
  3129.134766      0.007753      0.002925 
  3190.317139      0.007494      0.002801 
  3252.695801      0.007244      0.002682 
  3316.294189      0.007001      0.002568 
  3381.135986      0.006766      0.002459 
  3447.245605      0.006539      0.002355 
  3514.647949      0.006319      0.002254 
  3583.368164      0.006107      0.002158 
  3653.431885      0.005901      0.002066 
  3724.865723      0.005702      0.001978 
  3797.696045      0.005509      0.001894 
  3871.950684      0.005323      0.001813 
  3947.656982      0.005143      0.001735 
  4024.843506      0.004969      0.001661 
  4103.539063      0.004800      0.001589 
  4183.773926      0.004637      0.001521 
  4265.577148      0.004479      0.001456 
  4348.979492      0.004327      0.001393 
  4434.013184      0.004180      0.001333 
  4520.708984      0.004037      0.001275 
  4609.100586      0.003899      0.001220 
  4699.219727      0.003766      0.001167 
  4791.101563      0.003637      0.001117 
  4884.779297      0.003513      0.001069 
  4980.289063      0.003392      0.001022 
  5077.666016      0.003276      0.000978 
  5176.947266      0.003163      0.000935 
  5278.169434      0.003055      0.000895 
  5381.371094      0.002950      0.000856 
  5486.590332      0.002848      0.000818 
  5593.866699      0.002750      0.000783 
  5703.241211      0.002655      0.000748 
  5814.753418      0.002563      0.000716 
  5928.446777      0.002475      0.000684 
  6044.362793      0.002389      0.000654 
  6162.544922      0.002307      0.000626 
  6283.038086      0.002227      0.000598 
  6405.887207      0.002149      0.000572 
  6531.138672      0.002075      0.000547 
  6658.838379      0.002003      0.000523 
  6789.035645      0.001933      0.000500 
  6921.778320      0.001866      0.000478 
  7057.116211      0.001801      0.000456 
  7195.100586      0.001738      0.000436 
  7335.782715      0.001678      0.000417 
  7479.215820      0.001619      0.000399 
  7625.453125      0.001562      0.000381 
  7774.549805      0.001508      0.000364 
  7926.562012      0.001455      0.000348 
  8081.545898      0.001404      0.000332 
  8239.560547      0.001355      0.000317 
  8400.664063      0.001307      0.000303 
  8564.918945      0.001261      0.000290 
  8732.383789      0.001217      0.000277 
  8903.124023      0.001174      0.000264 
  9077.202148      0.001133      0.000253 
  9254.684570      0.001093      0.000242 
  9435.636719      0.001055      0.000231 
  9620.126953      0.001018      0.000221 
  9808.224609      0.000982      0.000211 
 10000.000000      0.000948      0.000202 
 10195.525391      0.000915      0.000193 
 10394.873047      0.000882      0.000184 
 10598.119141      0.000851      0.000176 
 10805.338867      0.000821      0.000168 
